,Poste,Note,Nb match,Variation,But,%Titu,Temps,Tps moy,Cleansheet,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Ligue,Valeur_Joueur,Note_Max,Note_Min_Sans_Zero,Note_Mediane
894,DL,4.72,37,1.0,2,0.97,3256,88.0,7.0,3.0,6.0,14.0,0.7959,2296.0,44.0,43.0,51.88,25.0,0.0,0.0,Premier League,11.0,7.0,3.0,4.75
895,DL,4.71,29,0.88,2,0.76,1837,63.34,3.0,2.0,4.0,15.0,0.6732,1202.0,21.0,33.0,44.5,31.0,0.0,0.0,Premier League,11.0,6.5,2.5,4.5
896,DC,4.71,31,1.03,2,0.94,2495,80.48,5.5,0.0,1.0,3.0,0.8065,1684.0,42.0,35.0,55.37,29.0,0.0,0.0,Premier League,10.0,6.5,3.0,4.5
897,DL,4.62,29,1.01,2,0.76,2049,70.66,3.0,1.0,3.0,18.0,0.6246,1476.0,25.0,39.0,53.14,16.0,0.0,0.0,Premier League,9.0,6.5,2.0,4.25
898,DC,4.59,29,1.07,2,0.9,2203,75.97,2.5,1.0,2.0,9.0,0.7528,1671.0,32.0,57.0,58.42,29.0,0.0,0.0,Premier League,9.0,6.5,2.0,4.25
899,A,4.57,29,0.53,2,0.21,754,26.0,2.0,0.0,0.0,10.0,0.6516,293.0,3.0,1.0,33.86,16.0,0.0,0.0,Premier League,9.0,6.0,4.0,4.5
900,A,4.56,17,1.03,2,0.88,1172,68.94,3.0,1.0,2.0,7.0,0.6293,415.0,3.0,2.0,44.75,22.0,0.0,0.0,Premier League,13.0,7.0,3.0,0.0
901,MD,5.66,34,0.94,1,0.88,2696,79.29,12.5,3.0,6.0,13.0,0.7908,1491.0,25.0,36.0,57.68,41.0,0.0,0.0,Premier League,19.0,7.0,4.0,5.25
902,MD,5.64,33,0.68,1,0.85,2515,76.21,12.0,4.0,6.0,18.0,0.8093,1508.0,16.0,21.0,45.68,29.0,0.0,0.0,Premier League,19.0,7.0,4.5,5.5
903,MD,5.64,22,0.83,1,0.95,1771,80.5,5.5,3.0,4.0,1.0,0.7536,1092.0,34.0,30.0,48.73,35.0,0.0,0.0,Premier League,14.0,7.0,4.0,4.75
904,DC,5.6,36,0.98,1,1.0,3209,89.14,14.5,3.0,3.0,6.0,0.7652,2283.0,52.0,21.0,64.97,20.0,0.0,0.0,Premier League,16.0,7.5,3.0,6.0
905,DL,5.55,38,1.03,1,1.0,3347,88.08,14.5,7.0,24.0,43.0,0.7476,3189.0,41.0,48.0,53.85,48.0,0.0,0.0,Premier League,19.0,7.5,3.5,5.25
906,MD,5.55,37,1.07,1,0.92,3140,84.86,11.0,1.0,3.0,9.0,0.8791,2719.0,56.0,49.0,58.33,65.0,0.0,0.0,Premier League,18.0,7.0,2.5,5.5
907,DC,5.52,26,0.74,1,0.85,1877,72.19,10.5,0.0,2.0,8.0,0.8755,1988.0,20.0,12.0,67.52,12.0,0.0,0.0,Premier League,15.0,7.5,4.0,5.0
908,MO,5.43,28,1.07,1,0.89,2062,73.64,14.0,8.0,6.0,12.0,0.843,1697.0,11.0,18.0,40.0,13.0,0.0,0.0,Premier League,8.0,7.5,2.5,5.0
909,MO,5.36,32,0.87,1,0.56,1611,50.34,4.0,2.0,7.0,19.0,0.7905,1255.0,15.0,18.0,43.98,14.0,0.0,0.0,Premier League,16.0,8.0,4.0,5.0
910,DL,5.34,16,0.87,1,0.88,1244,77.75,1.5,1.0,3.0,22.0,0.9052,1237.0,13.0,19.0,62.33,9.0,0.0,0.0,Premier League,9.0,7.0,3.5,0.0
911,MO,5.33,32,0.68,1,0.69,1841,57.53,3.5,1.0,1.0,9.0,0.7967,1047.0,26.0,22.0,44.37,36.0,0.0,0.0,Premier League,10.0,7.0,4.5,5.0
912,DL,5.31,27,0.99,1,0.96,2133,79.0,10.5,2.0,2.0,13.0,0.8822,2165.0,22.0,18.0,63.24,6.0,0.0,0.0,Premier League,16.0,7.0,3.0,5.0
913,DC,5.29,35,1.27,1,1.0,3150,90.0,13.5,2.0,2.0,1.0,0.8354,2263.0,53.0,7.0,63.03,18.0,0.0,0.0,Premier League,16.0,7.5,2.5,5.5
914,MD,5.29,33,0.98,1,0.88,2497,75.67,9.0,2.0,2.0,9.0,0.8218,1394.0,37.0,43.0,56.77,44.0,0.0,0.0,Premier League,14.0,7.5,2.5,5.0
915,DL,5.27,31,0.8,1,0.94,2573,83.0,7.0,5.0,3.0,16.0,0.7524,2009.0,52.0,47.0,62.21,42.0,0.0,0.0,Premier League,11.0,7.0,3.0,5.0
916,A,5.26,19,0.92,1,0.79,1244,65.47,1.0,3.0,4.0,9.0,0.6277,622.0,12.0,15.0,47.91,6.0,0.0,0.0,Premier League,16.0,7.0,3.5,1.75
917,MD,5.26,27,0.56,1,0.74,1556,57.63,5.5,1.0,1.0,1.0,0.7827,697.0,23.0,19.0,54.17,22.0,0.0,0.0,Premier League,9.0,6.5,4.5,5.0
918,MD,5.24,29,0.8,1,0.9,2231,76.93,3.0,0.0,0.0,1.0,0.8257,1380.0,33.0,35.0,56.13,28.0,0.0,0.0,Premier League,10.0,7.0,4.0,5.0
919,MO,5.23,22,0.53,1,0.14,499,22.68,2.0,2.0,3.0,4.0,0.8258,376.0,4.0,4.0,40.82,3.0,0.0,0.0,Premier League,9.0,7.0,4.5,5.0
920,DL,5.21,26,1.18,1,0.92,2155,82.88,11.5,2.0,1.0,9.0,0.7961,1716.0,36.0,40.0,64.94,20.0,0.0,0.0,Premier League,10.0,7.0,3.0,5.0
921,DC,5.21,17,0.77,1,0.59,981,57.71,4.0,0.0,0.0,1.0,0.8259,704.0,11.0,9.0,50.55,16.0,0.0,0.0,Premier League,8.0,7.0,4.0,0.0
922,MO,5.18,25,1.04,1,0.48,1115,44.6,4.5,5.0,8.0,14.0,0.7534,690.0,5.0,3.0,51.23,6.0,0.0,0.0,Premier League,9.0,7.5,4.0,4.5
923,MD,5.16,19,0.76,1,0.37,751,39.53,0.0,0.0,0.0,0.0,0.8403,506.0,13.0,9.0,57.63,9.0,0.0,0.0,Premier League,9.0,8.0,4.5,2.25
924,DL,5.15,31,1.17,1,0.97,2555,82.42,13.0,2.0,7.0,10.0,0.8574,2452.0,36.0,36.0,56.0,46.0,0.0,0.0,Premier League,12.0,7.5,3.0,5.0
925,MD,5.15,24,0.67,1,0.42,1151,47.96,4.0,0.0,2.0,7.0,0.7615,669.0,12.0,19.0,51.93,28.0,0.0,0.0,Premier League,10.0,6.5,4.0,4.5
926,DL,5.14,29,0.85,1,0.79,2038,70.28,9.5,0.0,1.0,9.0,0.7164,1467.0,23.0,27.0,62.42,24.0,0.0,0.0,Premier League,10.0,7.0,3.0,5.0
927,DL,5.13,24,0.8,1,0.92,1949,81.21,6.5,0.0,1.0,5.0,0.713,1298.0,28.0,41.0,62.28,18.0,0.0,0.0,Premier League,12.0,7.0,4.0,4.5
928,DC,5.12,38,1.1,1,1.0,3420,90.0,9.5,1.0,6.0,9.0,0.7882,2160.0,49.0,26.0,64.29,40.0,0.0,0.0,Premier League,14.0,7.5,3.0,5.0
929,MO,5.12,33,0.68,1,0.82,2178,66.0,2.0,1.0,3.0,7.0,0.6869,1018.0,25.0,27.0,43.06,41.0,0.0,0.0,Premier League,9.0,7.0,4.0,5.0
930,DC,5.12,33,1.08,1,1.0,2900,87.88,7.5,0.0,0.0,2.0,0.856,2221.0,42.0,16.0,57.58,18.0,0.0,0.0,Premier League,12.0,7.5,3.0,5.0
931,DC,5.11,38,0.79,1,0.92,3115,81.97,13.0,0.0,3.0,10.0,0.7561,2118.0,32.0,38.0,57.04,35.0,0.0,0.0,Premier League,14.0,7.0,3.0,5.0
932,DC,5.11,37,1.14,1,1.0,3329,89.97,7.5,0.0,1.0,2.0,0.839,2609.0,45.0,27.0,63.39,24.0,0.0,0.0,Premier League,14.0,7.0,2.0,5.0
933,DC,5.11,32,0.91,1,1.0,2783,86.97,7.0,0.0,2.0,6.0,0.7835,2325.0,25.0,21.0,63.64,27.0,0.0,0.0,Premier League,13.0,7.5,3.0,5.0
934,MO,5.11,22,0.6,1,0.27,640,29.09,2.0,0.0,1.0,7.0,0.7996,366.0,5.0,9.0,39.13,9.0,0.0,0.0,Premier League,10.0,7.0,4.0,4.5
935,DC,5.11,27,1.01,1,0.89,2116,78.37,9.0,0.0,0.0,1.0,0.8278,1846.0,35.0,30.0,61.54,21.0,0.0,0.0,Premier League,13.0,6.0,2.5,5.0
936,MD,5.07,23,0.97,1,0.78,1494,64.96,4.0,0.0,0.0,3.0,0.8186,952.0,17.0,17.0,45.33,23.0,0.0,0.0,Premier League,10.0,7.0,3.0,4.5
937,MD,5.07,35,1.27,1,0.86,2573,73.51,10.0,1.0,2.0,13.0,0.7947,1481.0,17.0,43.0,52.03,37.0,0.0,0.0,Premier League,17.0,7.0,3.0,5.0
938,DC,5.06,25,0.79,1,0.84,2008,80.32,6.0,0.0,1.0,2.0,0.8356,1624.0,34.0,19.0,56.69,16.0,0.0,0.0,Premier League,9.0,6.5,3.0,4.75
939,DC,5.06,25,0.83,1,0.92,2084,83.36,4.5,0.0,0.0,1.0,0.7806,1556.0,26.0,13.0,64.29,17.0,0.0,0.0,Premier League,10.0,6.5,3.0,4.5
940,MD,5.06,27,0.42,1,0.26,827,30.63,1.0,1.0,1.0,0.0,0.7868,504.0,16.0,16.0,44.9,19.0,0.0,0.0,Premier League,10.0,6.0,4.5,5.0
941,DL,5.06,35,1.15,1,0.89,2684,76.69,11.5,5.0,7.0,27.0,0.8386,2294.0,34.0,31.0,50.35,42.0,0.0,0.0,Premier League,11.0,7.5,2.5,5.0
942,DL,5.04,23,0.74,1,0.87,1662,72.26,7.5,0.0,4.0,9.0,0.7471,1038.0,22.0,26.0,61.22,10.0,0.0,0.0,Premier League,10.0,7.0,3.5,4.5
943,MD,5.02,21,1.02,1,0.48,879,41.86,4.0,0.0,1.0,2.0,0.7261,389.0,10.0,22.0,60.19,22.0,0.0,0.0,Premier League,7.0,7.0,2.0,4.0
944,DC,5.01,36,1.18,1,1.0,3239,89.97,13.0,0.0,1.0,3.0,0.8893,3488.0,32.0,19.0,59.26,18.0,0.0,0.0,Premier League,10.0,6.5,2.0,5.5
945,MO,4.99,36,0.83,1,0.78,2384,66.22,3.5,3.0,4.0,25.0,0.7923,1291.0,5.0,18.0,39.55,16.0,0.0,0.0,Premier League,9.0,7.5,3.5,5.0
946,A,4.98,27,0.87,1,0.44,1006,37.26,3.0,3.0,1.0,9.0,0.7164,491.0,5.0,16.0,42.26,14.0,0.0,0.0,Premier League,27.0,7.0,3.5,4.5
947,MO,4.98,27,0.84,1,0.63,1705,63.15,3.0,2.0,4.0,3.0,0.8554,1538.0,17.0,24.0,47.24,18.0,0.0,0.0,Premier League,11.0,7.0,3.0,4.5
948,MO,4.95,20,0.63,1,0.35,782,39.1,2.0,0.0,0.0,7.0,0.7178,546.0,4.0,14.0,42.74,16.0,0.0,0.0,Premier League,10.0,6.0,3.5,3.75
949,DL,4.95,31,0.83,1,0.81,2193,70.74,10.0,1.0,2.0,6.0,0.8405,1797.0,18.0,32.0,61.24,27.0,0.0,0.0,Premier League,11.0,7.0,3.5,4.75
950,DC,4.92,24,1.1,1,0.96,2095,87.29,6.0,1.0,1.0,2.0,0.8407,1383.0,14.0,9.0,53.61,11.0,0.0,0.0,Premier League,17.0,7.0,2.5,4.0
951,DC,4.9,25,1.04,1,1.0,2135,85.4,7.0,0.0,0.0,5.0,0.8312,1483.0,18.0,12.0,54.25,17.0,0.0,0.0,Premier League,11.0,7.5,3.0,4.0
952,DC,4.9,31,1.2,1,1.0,2787,89.9,6.0,2.0,1.0,0.0,0.8468,2202.0,40.0,32.0,61.71,23.0,0.0,0.0,Premier League,9.0,7.0,2.0,5.0
953,DL,4.88,28,0.93,1,0.86,2255,80.54,6.0,0.0,0.0,4.0,0.7502,1502.0,25.0,37.0,58.69,29.0,0.0,0.0,Premier League,10.0,6.5,3.0,4.75
954,MO,4.87,34,1.01,1,0.68,2109,62.03,6.0,8.0,11.0,37.0,0.736,1429.0,22.0,24.0,46.05,30.0,0.0,0.0,Premier League,14.0,7.0,3.0,5.0
955,DL,4.86,21,0.74,1,0.43,1069,50.9,3.0,0.0,1.0,6.0,0.8396,785.0,9.0,19.0,55.41,15.0,0.0,0.0,Premier League,3.0,7.0,3.5,4.0
956,DL,4.84,28,0.84,1,0.64,1499,53.54,3.0,0.0,2.0,5.0,0.8006,1132.0,18.0,12.0,53.64,19.0,0.0,0.0,Premier League,8.0,7.0,3.0,4.75
957,MO,4.83,24,0.58,1,0.33,813,33.88,3.0,1.0,0.0,8.0,0.7902,466.0,4.0,5.0,39.42,10.0,0.0,0.0,Premier League,7.0,6.5,3.5,4.5
958,DC,4.81,21,0.64,1,0.52,1175,55.95,0.0,1.0,0.0,1.0,0.6961,748.0,19.0,16.0,58.41,16.0,0.0,0.0,Premier League,7.0,6.5,3.5,4.0
959,MD,4.78,32,0.83,1,0.91,2330,72.81,1.5,2.0,4.0,16.0,0.7685,1637.0,23.0,40.0,49.62,40.0,0.0,0.0,Premier League,8.0,6.5,2.5,5.0
960,DC,4.69,18,1.14,1,0.89,1427,79.28,1.0,0.0,0.0,0.0,0.7745,989.0,34.0,23.0,64.02,12.0,0.0,0.0,Premier League,8.0,6.0,2.5,0.0
961,A,4.69,18,0.64,1,0.17,412,22.89,0.0,2.0,1.0,3.0,0.5536,269.0,1.0,7.0,34.92,11.0,0.0,0.0,Premier League,1.0,7.0,4.0,0.0
962,DL,4.68,22,0.96,1,0.73,1322,60.09,2.0,0.0,0.0,11.0,0.781,920.0,15.0,14.0,52.85,13.0,0.0,0.0,Premier League,8.0,6.5,3.0,3.25
963,DC,4.68,30,0.9,1,0.7,2216,73.87,5.0,0.0,1.0,0.0,0.7009,1421.0,25.0,24.0,60.22,27.0,0.0,0.0,Premier League,9.0,6.0,2.0,5.0
964,DL,4.65,31,0.87,1,0.65,1875,60.48,5.5,0.0,3.0,15.0,0.6101,1229.0,33.0,47.0,49.08,33.0,0.0,0.0,Premier League,11.0,7.0,3.0,4.5
965,DC,4.62,17,1.13,1,0.82,1367,80.41,1.5,0.0,0.0,2.0,0.8769,1213.0,28.0,20.0,63.58,13.0,0.0,0.0,Premier League,10.0,6.0,1.5,0.0
966,DL,4.58,18,0.75,1,0.78,1262,70.11,4.0,0.0,1.0,4.0,0.8091,1046.0,13.0,15.0,51.61,13.0,0.0,0.0,Premier League,7.0,6.0,3.0,0.0
967,A,4.55,22,0.63,1,0.18,542,24.64,0.0,2.0,3.0,4.0,0.6477,258.0,1.0,10.0,36.71,20.0,0.0,0.0,Premier League,9.0,6.0,4.0,4.0
968,DL,4.5,19,1.09,1,0.74,1366,71.89,1.0,1.0,1.0,2.0,0.7159,818.0,25.0,24.0,49.36,24.0,0.0,0.0,Premier League,7.0,7.5,2.5,1.25
969,A,4.47,15,0.69,1,0.33,550,36.67,1.0,0.0,0.0,3.0,0.7177,169.0,2.0,0.0,26.67,5.0,0.0,0.0,Premier League,6.0,6.5,3.5,0.0
970,A,4.46,23,0.67,1,0.7,1245,54.13,6.0,0.0,0.0,13.0,0.7165,372.0,1.0,1.0,27.65,29.0,0.0,0.0,Premier League,8.0,7.0,3.5,4.0
971,MO,4.43,15,0.9,1,0.0,145,9.67,0.0,0.0,0.0,3.0,0.5559,132.0,2.0,5.0,50.0,3.0,0.0,0.0,Premier League,1.0,6.0,2.0,0.0
972,A,4.43,20,0.47,1,0.05,307,15.35,0.0,0.0,0.0,0.0,0.4636,147.0,0.0,1.0,46.15,12.0,0.0,0.0,Premier League,7.0,6.0,3.5,3.75
973,A,4.43,27,0.65,1,0.41,1114,41.26,4.5,0.0,0.0,7.0,0.7026,434.0,5.0,5.0,37.5,14.0,0.0,0.0,Premier League,7.0,7.0,3.5,4.0
974,DL,4.35,31,0.77,1,0.97,2652,85.55,2.5,0.0,2.0,14.0,0.7787,1812.0,28.0,34.0,52.65,25.0,0.0,0.0,Premier League,9.0,6.0,3.0,4.0
975,G,6.01,36,0.91,0,1.0,3240,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.0,Premier League,19.0,8.0,4.0,6.0
976,G,5.82,38,1.2,0,1.0,3420,90.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,64.0,Premier League,20.0,8.0,2.0,6.0
977,G,5.7,37,1.11,0,1.0,3262,88.16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,30.0,Premier League,19.0,8.0,2.5,6.0
978,G,5.7,37,1.01,0,1.0,3330,90.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,30.0,Premier League,17.0,8.0,3.5,5.75
979,G,5.65,27,1.26,0,1.0,2430,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,22.0,Premier League,16.0,8.0,2.5,5.25
980,G,5.64,36,1.13,0,1.0,3140,87.22,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,33.0,Premier League,20.0,8.0,2.5,6.0
981,MD,5.58,33,0.98,0,0.97,2592,78.55,9.0,1.0,1.0,3.0,0.8435,1661.0,55.0,56.0,61.44,43.0,0.0,0.0,Premier League,17.0,7.5,3.5,5.5
982,MD,5.56,34,0.88,0,1.0,2785,81.91,5.0,3.0,3.0,5.0,0.8307,1640.0,57.0,48.0,54.44,38.0,0.0,0.0,Premier League,14.0,7.0,3.5,5.5
983,G,5.5,29,1.13,0,1.0,2565,88.45,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,32.0,Premier League,17.0,8.0,3.5,5.0
984,DC,5.5,36,0.77,0,0.97,3129,86.92,11.5,0.0,1.0,2.0,0.8675,2102.0,34.0,24.0,66.49,15.0,0.0,0.0,Premier League,16.0,7.0,3.5,5.5
985,G,5.44,27,1.15,0,1.0,2385,88.33,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,35.0,Premier League,19.0,7.5,3.0,4.75
986,DC,5.43,27,0.78,0,0.96,2352,87.11,5.0,2.0,1.0,3.0,0.9085,2317.0,34.0,27.0,74.21,10.0,0.0,0.0,Premier League,12.0,7.0,4.0,5.0
987,G,5.38,38,1.04,0,1.0,3420,90.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,21.0,Premier League,18.0,8.0,3.0,5.5
988,MO,5.38,17,0.52,0,0.53,766,45.06,3.0,3.0,2.0,7.0,0.8058,355.0,1.0,9.0,45.36,8.0,0.0,0.0,Premier League,5.0,6.5,4.5,0.0
989,G,5.37,38,1.4,0,1.0,3420,90.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,32.0,Premier League,16.0,7.5,1.0,6.0
990,MD,5.37,35,0.84,0,0.66,2073,59.23,7.0,2.0,7.0,9.0,0.8422,1813.0,21.0,23.0,49.61,18.0,0.0,0.0,Premier League,14.0,8.0,3.5,5.0
991,DC,5.37,26,0.56,0,0.85,1997,76.81,10.0,0.0,1.0,1.0,0.8481,2253.0,18.0,13.0,57.97,19.0,0.0,0.0,Premier League,16.0,6.0,4.0,5.0
992,MD,5.36,18,1.07,0,0.78,1256,69.78,1.5,0.0,1.0,1.0,0.8636,1302.0,21.0,24.0,56.9,18.0,0.0,0.0,Premier League,11.0,7.0,3.0,0.0
993,MD,5.35,36,0.88,0,0.86,2677,74.36,10.0,2.0,4.0,5.0,0.8704,2136.0,37.0,36.0,49.6,53.0,0.0,0.0,Premier League,14.0,7.0,3.0,5.0
994,G,5.35,36,1.09,0,1.0,3113,86.47,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,49.0,Premier League,16.0,7.5,2.0,5.25
995,DC,5.33,20,0.83,0,0.7,1360,68.0,8.0,0.0,0.0,1.0,0.8801,1086.0,21.0,17.0,59.8,10.0,0.0,0.0,Premier League,8.0,7.0,3.5,3.75
996,MD,5.33,24,0.73,0,1.0,2157,89.88,3.5,0.0,1.0,1.0,0.8173,1672.0,36.0,45.0,56.91,37.0,0.0,0.0,Premier League,8.0,7.0,4.0,4.5
997,DL,5.29,19,0.48,0,0.84,1436,75.58,9.5,0.0,1.0,7.0,0.7836,1068.0,23.0,25.0,55.04,11.0,0.0,0.0,Premier League,10.0,6.5,4.5,2.25
998,DC,5.29,29,0.51,0,0.83,2286,78.83,8.0,1.0,0.0,1.0,0.9157,2258.0,16.0,25.0,49.67,24.0,0.0,0.0,Premier League,13.0,6.5,4.0,5.0
999,G,5.27,37,1.31,0,1.0,3330,90.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,35.0,Premier League,13.0,8.0,2.5,5.5
1000,G,5.27,15,1.59,0,1.0,1350,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.0,Premier League,13.0,7.5,1.0,0.0
1001,G,5.26,36,1.49,0,1.0,3240,90.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,36.0,Premier League,18.0,8.0,2.0,5.25
1002,G,5.25,18,1.93,0,1.0,1620,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,14.0,Premier League,7.0,8.0,1.0,0.0
1003,MO,5.25,18,0.67,0,1.0,1551,86.17,2.0,2.0,3.0,4.0,0.8872,1662.0,16.0,27.0,53.53,11.0,0.0,0.0,Premier League,11.0,6.5,4.0,0.0
1004,MD,5.23,26,0.67,0,0.81,1839,70.73,5.5,2.0,2.0,7.0,0.7782,860.0,11.0,19.0,56.68,51.0,0.0,0.0,Premier League,5.0,6.0,3.5,5.0
1005,DC,5.19,16,0.81,0,0.5,762,47.63,5.0,0.0,0.0,1.0,0.6972,679.0,13.0,6.0,54.93,8.0,0.0,0.0,Premier League,9.0,6.5,3.0,0.0
1006,DC,5.19,24,1.0,0,0.92,1916,79.83,9.0,0.0,0.0,2.0,0.8221,1308.0,9.0,9.0,63.25,12.0,0.0,0.0,Premier League,6.0,6.5,2.0,4.75
1007,MD,5.19,24,0.78,0,0.38,902,37.58,3.5,0.0,1.0,4.0,0.7512,507.0,19.0,11.0,55.71,1.0,0.0,0.0,Premier League,9.0,7.0,3.5,5.0
1008,MD,5.19,21,0.56,0,0.38,843,40.14,3.0,2.0,1.0,1.0,0.711,419.0,10.0,13.0,49.18,15.0,0.0,0.0,Premier League,7.0,6.5,4.0,4.5
1009,MO,5.18,31,0.56,0,0.65,1782,57.48,4.5,2.0,3.0,9.0,0.7997,1265.0,18.0,31.0,46.59,31.0,0.0,0.0,Premier League,10.0,6.0,4.0,5.0
1010,DC,5.17,38,0.88,0,0.97,3323,87.45,13.5,0.0,2.0,2.0,0.8539,2251.0,26.0,20.0,72.29,12.0,0.0,0.0,Premier League,16.0,7.0,3.0,5.5
1011,MD,5.17,15,0.49,0,0.53,732,48.8,2.5,0.0,0.0,0.0,0.917,501.0,12.0,11.0,53.25,8.0,0.0,0.0,Premier League,8.0,6.0,4.5,0.0
1012,G,5.16,25,1.37,0,1.0,2205,88.2,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,42.0,Premier League,14.0,7.0,2.5,4.0
1013,MD,5.15,23,0.55,0,0.17,602,26.17,0.5,1.0,2.0,3.0,0.8,395.0,7.0,9.0,51.95,11.0,0.0,0.0,Premier League,7.0,6.0,3.5,5.0
1014,MD,5.15,20,0.63,0,0.6,1017,50.85,3.0,1.0,1.0,2.0,0.8729,561.0,9.0,14.0,48.24,17.0,0.0,0.0,Premier League,11.0,6.5,4.5,4.5
1015,MO,5.14,18,0.68,0,0.33,653,36.28,1.5,3.0,5.0,6.0,0.7105,543.0,5.0,12.0,48.98,12.0,0.0,0.0,Premier League,3.0,7.0,4.5,0.0
1016,MO,5.14,22,0.32,0,0.14,398,18.09,0.5,1.0,2.0,8.0,0.6269,307.0,6.0,5.0,50.6,6.0,0.0,0.0,Premier League,9.0,6.0,4.5,5.0
1017,MD,5.13,24,0.74,0,0.88,1779,74.13,3.0,1.0,1.0,0.0,0.8518,1207.0,19.0,26.0,54.74,34.0,0.0,0.0,Premier League,8.0,6.5,3.0,4.5
1018,G,5.13,23,1.07,0,1.0,2070,90.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,13.0,Premier League,9.0,7.0,3.5,4.0
1019,MO,5.12,26,0.55,0,0.35,979,37.65,2.5,0.0,4.0,3.0,0.7473,561.0,10.0,21.0,50.0,13.0,0.0,0.0,Premier League,9.0,6.5,4.0,5.0
1020,DL,5.11,27,0.68,0,0.81,1956,72.44,8.0,0.0,0.0,9.0,0.8944,2028.0,18.0,9.0,53.21,15.0,0.0,0.0,Premier League,9.0,6.5,3.0,5.0
1021,G,5.11,35,0.85,0,1.0,3150,90.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,14.0,Premier League,18.0,7.0,4.0,5.0
1022,DL,5.11,19,0.84,0,0.74,1335,70.26,9.0,3.0,2.0,14.0,0.8081,1000.0,7.0,14.0,41.51,17.0,0.0,0.0,Premier League,13.0,7.0,4.0,2.0
1023,G,5.09,17,1.12,0,1.0,1529,89.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,Premier League,15.0,7.0,3.0,0.0
1024,MD,5.09,16,0.58,0,0.44,797,49.81,1.5,1.0,0.0,6.0,0.8327,461.0,12.0,13.0,48.31,16.0,0.0,0.0,Premier League,8.0,7.0,4.5,0.0
1025,DL,5.09,22,0.67,0,0.64,1392,63.27,8.0,0.0,1.0,2.0,0.8471,1018.0,25.0,32.0,50.0,39.0,0.0,0.0,Premier League,8.0,6.5,3.5,4.5
1026,MD,5.08,19,0.96,0,0.89,1303,68.58,5.0,1.0,0.0,6.0,0.8693,820.0,13.0,24.0,59.52,18.0,0.0,0.0,Premier League,12.0,6.5,2.5,1.25
1027,DL,5.07,34,0.9,0,0.85,2589,76.15,8.0,8.0,11.0,32.0,0.8321,2533.0,17.0,21.0,48.04,22.0,0.0,0.0,Premier League,14.0,7.0,3.0,5.0
1028,MD,5.06,26,0.86,0,0.77,1634,62.85,5.0,0.0,0.0,0.0,0.8699,1149.0,32.0,34.0,54.23,31.0,0.0,0.0,Premier League,10.0,7.0,3.0,4.75
1029,MO,5.06,16,0.51,0,0.44,704,44.0,0.0,2.0,1.0,6.0,0.7348,397.0,11.0,11.0,50.0,11.0,0.0,0.0,Premier League,5.0,6.5,4.5,0.0
1030,MD,5.04,28,0.69,0,0.64,1715,61.25,3.0,2.0,3.0,3.0,0.7865,971.0,23.0,22.0,45.11,15.0,0.0,0.0,Premier League,7.0,7.0,3.0,5.0
1031,G,5.04,34,1.54,0,1.0,3060,90.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,27.0,Premier League,14.0,8.5,1.5,5.0
1032,DC,5.04,27,0.73,0,0.85,1987,73.59,8.5,0.0,1.0,1.0,0.8881,1895.0,19.0,12.0,62.76,10.0,0.0,0.0,Premier League,9.0,6.0,3.5,5.0
1033,DC,5.03,16,1.07,0,0.81,1236,77.25,4.0,0.0,1.0,0.0,0.7582,555.0,17.0,4.0,62.03,2.0,0.0,0.0,Premier League,6.0,7.0,3.5,0.0
1034,DL,5.03,17,0.54,0,0.35,603,35.47,2.5,0.0,1.0,7.0,0.8419,484.0,9.0,10.0,42.42,10.0,0.0,0.0,Premier League,13.0,6.5,3.5,0.0
