,Poste,Note,Nb match,Variation,But,%Titu,Temps,Tps moy,Cleansheet,Pass decis.,Occas° créée,Corner gagné,%Passes,Ballons,Interceptions,Tacles,%Duel,Fautes,But évité,Action stoppée,Ligue,Valeur_Joueur,Note_Max,Note_Min_Sans_Zero,Note_Mediane
753,A,5.52,26,1.28,11,0.92,2074,79.77,10.0,6.0,6.0,26.0,0.8017,1236.0,11.0,25.0,41.61,43.0,0.0,0.0,Premier League,30.0,8.0,3.5,4.75
754,A,5.42,25,1.22,11,0.52,1212,48.48,3.5,4.0,4.0,10.0,0.7644,779.0,7.0,12.0,36.96,9.0,0.0,0.0,Premier League,18.0,9.0,4.0,4.5
755,MO,5.94,35,1.11,10,0.89,2886,82.46,10.0,2.0,4.0,17.0,0.8678,2300.0,20.0,39.0,58.05,34.0,0.0,0.0,Premier League,30.0,8.0,3.5,5.75
756,MO,5.88,30,1.22,10,0.93,2484,82.8,3.5,9.0,11.0,33.0,0.7795,1597.0,12.0,26.0,55.84,31.0,0.0,0.0,Premier League,31.0,8.5,3.5,5.25
757,MO,5.75,38,1.3,10,0.79,2642,69.53,7.0,4.0,6.0,25.0,0.7945,1687.0,12.0,25.0,51.82,27.0,0.0,0.0,Premier League,22.0,8.0,3.0,5.5
758,MO,5.57,36,1.24,10,0.92,2899,80.53,9.0,6.0,8.0,24.0,0.7985,1331.0,13.0,12.0,39.76,13.0,0.0,0.0,Premier League,43.0,8.0,3.0,5.5
759,A,5.55,22,1.01,10,0.77,1523,69.23,3.0,1.0,2.0,22.0,0.7535,648.0,4.0,8.0,41.95,19.0,0.0,0.0,Premier League,27.0,8.0,4.0,4.5
760,A,4.96,27,1.22,10,0.63,1411,52.26,6.0,1.0,1.0,4.0,0.6409,484.0,3.0,10.0,32.09,24.0,0.0,0.0,Premier League,9.0,7.5,3.5,4.0
761,MO,5.53,37,1.25,9,1.0,3245,87.7,12.0,8.0,16.0,38.0,0.8396,2648.0,13.0,36.0,43.11,35.0,0.0,0.0,Premier League,22.0,8.0,3.0,5.5
762,MO,5.45,38,1.11,9,1.0,3372,88.74,3.5,4.0,9.0,25.0,0.8452,2549.0,53.0,37.0,46.88,34.0,0.0,0.0,Premier League,30.0,8.0,3.5,5.5
763,A,5.42,38,1.24,9,0.95,2927,77.03,8.5,8.0,12.0,28.0,0.7227,1449.0,12.0,17.0,37.61,27.0,0.0,0.0,Premier League,24.0,8.5,3.5,5.0
764,A,5.27,31,1.18,9,0.42,1451,46.81,6.0,0.0,2.0,20.0,0.7633,720.0,2.0,16.0,40.59,21.0,0.0,0.0,Premier League,18.0,8.5,4.0,4.5
765,A,5.16,29,1.2,9,0.66,1698,58.55,6.0,3.0,11.0,14.0,0.6549,693.0,3.0,5.0,38.21,25.0,0.0,0.0,Premier League,30.0,7.5,2.5,4.5
766,MO,6.32,37,1.22,8,1.0,3318,89.68,20.0,8.0,33.0,39.0,0.7648,2517.0,24.0,42.0,44.8,42.0,0.0,0.0,Premier League,42.0,8.5,3.5,6.5
767,MD,6.06,31,0.99,8,0.87,2357,76.03,12.0,4.0,6.0,18.0,0.8698,1871.0,20.0,19.0,47.12,22.0,0.0,0.0,Premier League,32.0,8.0,4.5,5.5
768,MO,5.46,36,1.21,8,0.72,2255,62.64,7.0,12.0,9.0,28.0,0.7789,1357.0,12.0,11.0,39.9,19.0,0.0,0.0,Premier League,28.0,8.0,2.5,5.0
769,A,4.91,38,1.25,8,0.87,2940,77.37,8.5,3.0,4.0,26.0,0.585,873.0,4.0,19.0,38.95,37.0,0.0,0.0,Premier League,20.0,8.0,3.0,4.5
770,A,4.83,35,1.08,8,0.43,1588,45.37,5.0,2.0,2.0,12.0,0.6869,547.0,4.0,13.0,39.78,16.0,0.0,0.0,Premier League,19.0,7.5,3.0,4.5
771,MO,6.48,32,1.06,7,0.88,2425,75.78,12.0,16.0,31.0,35.0,0.8074,1952.0,9.0,12.0,48.28,20.0,0.0,0.0,Premier League,50.0,8.5,5.0,6.0
772,MD,5.89,37,0.96,7,0.97,3004,81.19,14.5,7.0,6.0,15.0,0.8588,1973.0,16.0,27.0,52.56,25.0,0.0,0.0,Premier League,24.0,8.0,4.5,5.5
773,MO,5.88,33,1.18,7,0.94,2725,82.58,10.0,7.0,17.0,39.0,0.778,1792.0,24.0,34.0,51.16,45.0,0.0,0.0,Premier League,26.0,8.0,3.5,5.5
774,MO,5.77,33,1.2,7,0.73,2314,70.12,9.0,5.0,9.0,31.0,0.79,1414.0,17.0,26.0,48.65,29.0,0.0,0.0,Premier League,25.0,8.0,3.5,5.5
775,MO,5.58,36,1.09,7,0.78,2500,69.44,6.5,3.0,11.0,30.0,0.7568,1498.0,31.0,40.0,47.02,22.0,0.0,0.0,Premier League,17.0,9.0,4.0,5.25
776,MD,5.51,36,1.14,7,0.94,2782,77.28,8.5,1.0,5.0,18.0,0.7782,1497.0,31.0,35.0,54.31,30.0,0.0,0.0,Premier League,16.0,8.0,3.5,5.5
777,MO,5.29,21,1.31,7,0.81,1465,69.76,5.0,2.0,4.0,8.0,0.7995,671.0,4.0,15.0,47.37,26.0,0.0,0.0,Premier League,21.0,8.0,3.5,3.75
778,A,5.28,38,0.88,7,0.42,1599,42.08,7.0,3.0,3.0,6.0,0.7353,578.0,6.0,12.0,48.31,21.0,0.0,0.0,Premier League,14.0,7.5,4.0,5.0
779,A,5.17,27,1.18,7,1.0,2294,84.96,4.5,2.0,3.0,23.0,0.8119,1219.0,16.0,20.0,44.35,35.0,0.0,0.0,Premier League,21.0,7.5,3.0,4.5
780,MO,5.14,22,1.2,7,0.55,1132,51.45,4.0,4.0,2.0,7.0,0.7244,592.0,3.0,15.0,38.89,19.0,0.0,0.0,Premier League,17.0,8.0,4.0,4.0
781,MO,4.99,35,0.9,7,0.86,2578,73.66,7.0,1.0,5.0,20.0,0.8152,1337.0,7.0,16.0,42.9,59.0,0.0,0.0,Premier League,21.0,7.0,3.0,5.0
782,MO,5.74,35,1.09,6,0.89,2645,75.57,12.5,7.0,8.0,20.0,0.8261,1354.0,23.0,39.0,48.34,35.0,0.0,0.0,Premier League,18.0,8.0,3.5,5.5
783,MO,5.73,32,0.98,6,0.94,2662,83.19,10.0,1.0,4.0,13.0,0.8231,1852.0,47.0,49.0,46.93,65.0,0.0,0.0,Premier League,17.0,8.0,4.0,5.5
784,MO,5.67,26,1.01,6,0.81,1699,65.35,12.0,3.0,5.0,11.0,0.8425,1040.0,7.0,9.0,37.65,9.0,0.0,0.0,Premier League,13.0,7.0,3.5,5.0
785,MD,5.65,37,1.07,6,0.89,2932,79.24,14.0,6.0,7.0,17.0,0.8591,2225.0,41.0,42.0,52.44,48.0,0.0,0.0,Premier League,17.0,8.0,3.5,5.5
786,MD,5.57,35,1.23,6,0.94,3023,86.37,9.0,1.0,1.0,16.0,0.8346,2556.0,50.0,43.0,52.65,38.0,0.0,0.0,Premier League,25.0,8.0,3.0,5.5
787,A,5.45,38,1.16,6,0.95,3236,85.16,9.0,5.0,9.0,41.0,0.7366,1462.0,35.0,16.0,42.55,26.0,0.0,0.0,Premier League,27.0,8.0,3.0,5.0
788,MO,5.36,35,0.98,6,0.63,2070,59.14,6.0,3.0,5.0,30.0,0.812,1197.0,9.0,15.0,40.93,16.0,0.0,0.0,Premier League,19.0,7.5,4.0,5.0
789,A,5.29,19,1.08,6,0.53,951,50.05,5.5,2.0,0.0,10.0,0.813,383.0,2.0,3.0,38.82,9.0,0.0,0.0,Premier League,8.0,7.5,4.0,2.0
790,A,5.17,21,1.0,6,0.52,980,46.67,6.5,2.0,2.0,8.0,0.8025,488.0,1.0,3.0,43.88,8.0,0.0,0.0,Premier League,13.0,7.5,4.0,4.0
791,MO,5.16,32,0.88,6,0.63,1770,55.31,5.5,0.0,2.0,18.0,0.6915,967.0,8.0,17.0,38.12,26.0,0.0,0.0,Premier League,16.0,7.0,3.5,5.0
792,A,5.11,28,1.16,6,0.82,1903,67.96,5.0,3.0,7.0,19.0,0.8033,1021.0,2.0,10.0,41.15,21.0,0.0,0.0,Premier League,23.0,7.5,3.0,4.5
793,A,5.06,31,1.04,6,0.68,1855,59.84,5.0,3.0,8.0,12.0,0.8619,747.0,5.0,7.0,45.9,26.0,0.0,0.0,Premier League,13.0,8.0,4.0,4.5
794,A,5.0,33,1.22,6,0.97,2866,86.85,8.0,7.0,6.0,24.0,0.687,1162.0,6.0,9.0,36.53,41.0,0.0,0.0,Premier League,16.0,8.0,3.5,4.5
795,MO,6.29,28,0.89,5,0.82,2062,73.64,12.0,7.0,12.0,23.0,0.874,1424.0,7.0,16.0,59.85,27.0,0.0,0.0,Premier League,29.0,8.0,5.0,6.0
796,A,6.0,27,1.05,5,0.93,2145,79.44,8.5,5.0,8.0,15.0,0.8103,1191.0,9.0,8.0,46.02,11.0,0.0,0.0,Premier League,17.0,8.0,4.0,5.0
797,MD,5.81,18,0.93,5,0.94,1504,83.56,6.0,2.0,0.0,4.0,0.8472,1122.0,20.0,28.0,53.01,24.0,0.0,0.0,Premier League,1.0,8.0,4.5,0.0
798,MO,5.77,30,1.09,5,0.73,1923,64.1,7.0,10.0,9.0,29.0,0.8709,1478.0,9.0,14.0,49.3,16.0,0.0,0.0,Premier League,20.0,8.5,4.5,5.0
799,MO,5.41,23,1.35,5,0.83,1749,76.04,5.0,4.0,4.0,26.0,0.7613,1109.0,9.0,22.0,43.77,21.0,0.0,0.0,Premier League,15.0,7.5,3.0,4.25
800,MD,5.39,37,1.05,5,1.0,2830,76.49,8.5,6.0,4.0,26.0,0.7455,1971.0,32.0,35.0,43.77,32.0,0.0,0.0,Premier League,20.0,8.0,3.0,5.25
801,MO,5.38,38,0.87,5,0.71,2421,63.71,13.0,2.0,8.0,9.0,0.7999,1460.0,19.0,24.0,39.41,43.0,0.0,0.0,Premier League,19.0,7.0,4.0,5.25
802,MD,5.31,37,1.13,5,1.0,3255,87.97,6.0,0.0,4.0,8.0,0.81,2003.0,45.0,30.0,55.48,37.0,0.0,0.0,Premier League,15.0,7.5,2.5,5.5
803,MO,5.29,36,1.22,5,0.94,2725,75.69,5.0,7.0,9.0,27.0,0.6935,1697.0,22.0,16.0,34.99,37.0,0.0,0.0,Premier League,17.0,8.0,3.0,5.0
804,MO,5.26,25,1.23,5,0.68,1530,61.2,4.0,2.0,3.0,4.0,0.7281,759.0,13.0,20.0,40.72,21.0,0.0,0.0,Premier League,9.0,8.5,3.0,4.5
805,MO,5.22,37,1.07,5,0.97,3158,85.35,9.0,8.0,9.0,20.0,0.6804,1692.0,15.0,16.0,38.15,35.0,0.0,0.0,Premier League,17.0,7.5,3.5,5.0
806,MO,5.05,19,1.0,5,0.68,876,46.11,0.0,0.0,0.0,5.0,0.7693,522.0,8.0,14.0,47.3,14.0,0.0,0.0,Premier League,10.0,7.0,4.0,2.0
807,A,4.86,28,1.08,5,0.39,1121,40.04,1.0,5.0,7.0,6.0,0.7504,516.0,0.0,2.0,29.87,18.0,0.0,0.0,Premier League,12.0,7.5,3.0,4.5
808,A,4.84,22,1.06,5,0.27,619,28.14,2.0,0.0,1.0,6.0,0.7383,246.0,0.0,4.0,33.93,15.0,0.0,0.0,Premier League,7.0,8.0,4.0,4.0
809,A,4.8,28,1.15,5,0.82,1997,71.32,3.0,3.0,3.0,9.0,0.685,797.0,4.0,13.0,39.87,38.0,0.0,0.0,Premier League,13.0,7.5,3.0,4.25
810,A,4.71,28,0.99,5,0.39,1101,39.32,2.0,2.0,1.0,9.0,0.6348,368.0,0.0,1.0,30.12,21.0,0.0,0.0,Premier League,11.0,7.0,3.5,4.25
811,A,4.69,35,0.96,5,0.57,1805,51.57,3.5,2.0,1.0,11.0,0.7245,747.0,3.0,12.0,34.27,28.0,0.0,0.0,Premier League,10.0,7.0,3.0,4.5
812,A,4.67,33,0.83,5,0.64,1836,55.64,5.0,3.0,2.0,16.0,0.5389,697.0,5.0,7.0,41.1,28.0,0.0,0.0,Premier League,15.0,7.0,3.5,4.5
813,MD,5.86,37,1.05,4,0.97,3272,88.43,9.0,1.0,2.0,14.0,0.8676,2578.0,64.0,37.0,58.18,23.0,0.0,0.0,Premier League,29.0,8.0,3.0,5.75
814,MD,5.8,32,1.16,4,1.0,2733,85.41,12.0,5.0,2.0,16.0,0.8415,2183.0,36.0,41.0,57.51,45.0,0.0,0.0,Premier League,21.0,8.0,3.5,5.5
815,MD,5.77,28,1.16,4,0.86,2126,75.93,13.5,3.0,7.0,11.0,0.7724,1830.0,35.0,46.0,55.8,48.0,0.0,0.0,Premier League,16.0,8.0,3.5,5.25
816,MD,5.67,35,1.23,4,1.0,3133,89.51,10.0,5.0,5.0,6.0,0.8818,2754.0,49.0,31.0,53.74,38.0,0.0,0.0,Premier League,29.0,8.0,3.5,5.5
817,A,5.6,25,0.96,4,0.92,1816,72.64,12.0,2.0,2.0,19.0,0.7964,1127.0,11.0,9.0,43.65,15.0,0.0,0.0,Premier League,16.0,8.0,3.5,5.0
818,MO,5.55,28,1.12,4,0.96,2170,77.5,6.0,3.0,3.0,8.0,0.8053,1599.0,16.0,53.0,47.73,50.0,0.0,0.0,Premier League,19.0,8.0,3.5,5.0
819,MO,5.49,34,0.86,4,0.71,2204,64.82,9.0,5.0,6.0,17.0,0.8865,1841.0,16.0,23.0,41.59,31.0,0.0,0.0,Premier League,34.0,7.5,4.0,5.0
820,MO,5.48,33,0.93,4,1.0,2714,82.24,7.0,6.0,7.0,34.0,0.7293,1403.0,6.0,9.0,30.86,41.0,0.0,0.0,Premier League,19.0,7.0,3.5,5.0
821,A,5.35,20,1.08,4,0.35,800,40.0,4.0,2.0,3.0,8.0,0.7569,455.0,4.0,4.0,48.53,13.0,0.0,0.0,Premier League,11.0,7.5,4.0,4.0
822,MO,5.27,28,0.79,4,0.43,1413,50.46,0.5,2.0,2.0,9.0,0.7583,721.0,13.0,20.0,48.31,22.0,0.0,0.0,Premier League,12.0,7.0,3.5,5.0
823,MO,5.26,36,0.7,4,0.39,1242,34.5,5.0,2.0,3.0,19.0,0.7001,632.0,7.0,7.0,36.97,8.0,0.0,0.0,Premier League,25.0,8.0,4.5,5.0
824,MO,5.24,36,0.81,4,0.39,1382,38.39,5.0,2.0,3.0,4.0,0.7555,840.0,5.0,8.0,51.77,14.0,0.0,0.0,Premier League,10.0,7.0,4.0,5.0
825,A,5.2,38,0.93,4,0.82,2719,71.55,6.5,3.0,4.0,25.0,0.7828,1539.0,15.0,42.0,46.1,48.0,0.0,0.0,Premier League,16.0,8.0,3.5,5.0
826,A,5.12,17,1.08,4,0.65,997,58.65,3.5,2.0,2.0,11.0,0.8308,707.0,6.0,11.0,42.02,20.0,0.0,0.0,Premier League,15.0,8.0,3.0,0.0
827,A,5.08,33,0.97,4,0.79,1983,60.09,7.5,4.0,8.0,21.0,0.6688,908.0,4.0,6.0,32.43,29.0,0.0,0.0,Premier League,14.0,8.0,4.0,4.5
828,MO,5.06,18,1.22,4,0.72,1034,57.44,0.0,2.0,1.0,5.0,0.7137,466.0,1.0,5.0,32.84,16.0,0.0,0.0,Premier League,14.0,8.0,3.5,0.0
829,MO,5.04,36,0.71,4,0.81,2480,68.89,6.5,1.0,2.0,14.0,0.6849,1269.0,19.0,25.0,38.84,34.0,0.0,0.0,Premier League,11.0,7.0,4.0,5.0
830,MO,5.03,33,0.83,4,0.82,2509,76.03,7.5,1.0,5.0,35.0,0.8092,1321.0,13.0,24.0,40.32,24.0,0.0,0.0,Premier League,20.0,7.0,3.0,5.0
831,MO,5.0,19,0.9,4,0.21,563,29.63,0.0,0.0,0.0,1.0,0.8387,330.0,5.0,12.0,52.87,5.0,0.0,0.0,Premier League,10.0,7.0,4.0,2.0
832,A,4.88,16,1.09,4,0.69,943,58.94,1.5,0.0,1.0,12.0,0.8023,552.0,1.0,7.0,48.18,15.0,0.0,0.0,Premier League,18.0,6.5,3.0,0.0
833,A,4.88,30,0.8,4,0.43,1179,39.3,4.5,4.0,5.0,4.0,0.6998,482.0,7.0,8.0,37.65,23.0,0.0,0.0,Premier League,10.0,7.0,4.0,4.5
834,MO,4.83,32,0.91,4,0.5,1577,49.28,4.0,0.0,2.0,21.0,0.75,810.0,6.0,32.0,38.15,27.0,0.0,0.0,Premier League,8.0,7.5,3.5,4.5
835,A,4.77,30,0.95,4,0.3,1070,35.67,2.5,1.0,2.0,5.0,0.7416,457.0,1.0,9.0,40.13,30.0,0.0,0.0,Premier League,8.0,8.0,4.0,4.5
836,A,4.68,28,0.77,4,0.64,1521,54.32,2.0,2.0,1.0,10.0,0.6683,602.0,5.0,6.0,40.59,25.0,0.0,0.0,Premier League,13.0,6.5,2.5,4.5
837,A,4.46,27,0.99,4,0.44,1273,47.15,2.5,0.0,1.0,4.0,0.5063,583.0,1.0,11.0,45.34,26.0,0.0,0.0,Premier League,6.0,7.5,3.0,4.0
838,MO,5.77,35,0.91,3,0.89,2577,73.63,11.5,6.0,11.0,32.0,0.8443,1421.0,26.0,30.0,44.84,35.0,0.0,0.0,Premier League,17.0,7.5,3.5,5.5
839,MD,5.67,33,0.93,3,0.85,2485,75.3,12.5,0.0,2.0,10.0,0.8401,2350.0,28.0,40.0,58.63,37.0,0.0,0.0,Premier League,21.0,8.0,4.0,5.5
840,MD,5.61,35,0.9,3,1.0,3113,88.94,9.5,0.0,0.0,4.0,0.8152,1830.0,45.0,83.0,59.83,48.0,0.0,0.0,Premier League,17.0,7.5,4.0,5.5
841,DC,5.57,30,1.12,3,1.0,2700,90.0,9.0,0.0,0.0,4.0,0.7745,1578.0,32.0,29.0,70.59,6.0,0.0,0.0,Premier League,18.0,8.0,2.0,5.25
842,MO,5.55,31,1.21,3,0.87,2350,75.81,5.0,2.0,10.0,8.0,0.8012,1952.0,28.0,41.0,58.92,33.0,0.0,0.0,Premier League,18.0,8.0,3.5,5.0
843,MD,5.46,35,0.66,3,0.69,2208,63.09,7.0,1.0,2.0,7.0,0.7761,1292.0,29.0,27.0,55.56,22.0,0.0,0.0,Premier League,11.0,7.0,4.0,5.5
844,DC,5.42,32,1.12,3,1.0,2835,88.59,10.0,1.0,1.0,6.0,0.9016,2886.0,30.0,14.0,69.4,13.0,0.0,0.0,Premier League,20.0,7.5,3.5,5.5
845,DC,5.42,38,0.97,3,1.0,3411,89.76,14.5,0.0,0.0,3.0,0.8885,2827.0,34.0,30.0,62.3,26.0,0.0,0.0,Premier League,26.0,7.0,2.5,5.5
846,MO,5.39,18,0.9,3,0.67,1039,57.72,3.5,1.0,1.0,4.0,0.9037,870.0,3.0,17.0,46.38,13.0,0.0,0.0,Premier League,10.0,8.0,4.5,0.0
847,DL,5.34,34,0.89,3,0.88,2546,74.88,7.5,1.0,3.0,10.0,0.7437,1302.0,23.0,46.0,48.56,51.0,0.0,0.0,Premier League,17.0,8.0,3.5,5.0
848,MO,5.33,24,1.04,3,0.83,1656,69.0,6.5,2.0,3.0,18.0,0.7765,1046.0,7.0,19.0,47.46,28.0,0.0,0.0,Premier League,11.0,8.0,3.5,4.75
849,DC,5.24,37,1.03,3,1.0,3272,88.43,10.5,1.0,2.0,4.0,0.7427,2149.0,48.0,24.0,60.55,14.0,0.0,0.0,Premier League,17.0,7.5,3.0,5.25
850,MO,5.22,32,0.72,3,0.53,1500,46.88,2.0,1.0,2.0,11.0,0.7512,958.0,14.0,15.0,39.86,14.0,0.0,0.0,Premier League,16.0,7.0,4.0,5.0
851,MD,5.18,37,0.92,3,0.95,2875,77.7,8.5,4.0,3.0,14.0,0.7937,1640.0,19.0,26.0,41.37,38.0,0.0,0.0,Premier League,17.0,7.0,3.5,5.0
852,MD,5.17,35,0.88,3,0.51,1615,46.14,3.0,1.0,5.0,12.0,0.807,1225.0,22.0,32.0,45.32,35.0,0.0,0.0,Premier League,13.0,7.0,3.0,5.0
853,DL,5.1,15,1.4,3,0.87,1134,75.6,1.5,3.0,4.0,13.0,0.7067,862.0,16.0,16.0,42.11,12.0,0.0,0.0,Premier League,13.0,8.0,3.0,0.0
854,MO,4.93,30,0.87,3,0.37,1247,41.57,2.5,1.0,0.0,6.0,0.7379,771.0,10.0,17.0,40.25,9.0,0.0,0.0,Premier League,11.0,7.0,3.0,4.5
855,MO,4.92,19,0.75,3,0.26,560,29.47,0.0,2.0,2.0,7.0,0.7399,335.0,5.0,2.0,28.72,8.0,0.0,0.0,Premier League,3.0,6.0,4.0,2.0
856,A,4.81,16,0.95,3,0.69,928,58.0,3.0,0.0,1.0,6.0,0.6374,306.0,4.0,4.0,40.2,16.0,0.0,0.0,Premier League,1.0,7.0,3.5,0.0
857,A,4.76,27,0.76,3,0.44,1128,41.78,3.0,1.0,1.0,5.0,0.7842,470.0,5.0,9.0,37.42,20.0,0.0,0.0,Premier League,10.0,6.0,3.0,4.5
858,DL,4.63,26,0.98,3,0.81,1961,75.42,2.5,1.0,2.0,8.0,0.6593,1299.0,35.0,35.0,54.5,19.0,0.0,0.0,Premier League,8.0,6.0,2.0,4.0
859,A,4.56,25,0.73,3,0.36,817,32.68,3.5,0.0,0.0,3.0,0.449,268.0,2.0,4.0,43.65,6.0,0.0,0.0,Premier League,3.0,6.5,3.0,4.0
860,A,4.54,37,0.73,3,0.51,1852,50.05,3.5,4.0,2.0,13.0,0.5343,469.0,2.0,5.0,36.36,22.0,0.0,0.0,Premier League,12.0,7.0,3.5,4.5
861,MD,6.14,36,0.88,2,0.94,2920,81.11,13.0,6.0,9.0,6.0,0.9062,3362.0,32.0,41.0,58.47,47.0,0.0,0.0,Premier League,34.0,8.0,4.5,6.0
862,MO,5.66,37,1.12,2,0.84,2756,74.49,7.0,11.0,9.0,44.0,0.7452,2000.0,27.0,36.0,49.37,28.0,0.0,0.0,Premier League,19.0,8.5,3.0,5.5
863,MO,5.62,38,1.01,2,1.0,3381,88.97,10.5,7.0,8.0,20.0,0.7783,2045.0,26.0,36.0,47.13,19.0,0.0,0.0,Premier League,17.0,8.0,3.5,5.5
864,DC,5.52,23,0.86,2,0.91,1848,80.35,8.0,2.0,2.0,2.0,0.9316,1710.0,9.0,13.0,66.67,11.0,0.0,0.0,Premier League,12.0,7.5,4.0,5.0
865,DC,5.48,27,0.9,2,1.0,2416,89.48,11.5,1.0,1.0,2.0,0.9073,2093.0,19.0,20.0,60.34,19.0,0.0,0.0,Premier League,17.0,7.5,3.5,5.0
866,MO,5.45,30,0.99,2,0.77,2076,69.2,7.5,7.0,7.0,19.0,0.8004,1179.0,12.0,15.0,40.77,36.0,0.0,0.0,Premier League,13.0,8.0,3.5,5.0
867,DC,5.36,25,0.99,2,0.96,1990,79.6,7.0,0.0,0.0,4.0,0.8065,1061.0,30.0,4.0,67.92,14.0,0.0,0.0,Premier League,13.0,7.0,3.0,4.5
868,MO,5.36,29,0.89,2,0.45,1097,37.83,3.0,3.0,2.0,9.0,0.7694,600.0,6.0,13.0,53.91,11.0,0.0,0.0,Premier League,9.0,8.0,4.5,5.0
869,MD,5.3,32,0.65,2,0.75,2134,66.69,8.0,1.0,0.0,4.0,0.8515,1895.0,29.0,36.0,55.22,18.0,0.0,0.0,Premier League,13.0,6.5,4.5,5.0
870,DC,5.26,23,1.08,2,0.87,1800,78.26,5.0,1.0,0.0,1.0,0.8529,1704.0,28.0,30.0,58.23,22.0,0.0,0.0,Premier League,20.0,7.0,3.0,4.0
871,MO,5.25,16,0.88,2,0.75,728,45.5,4.0,1.0,0.0,2.0,0.8231,389.0,2.0,5.0,47.46,2.0,0.0,0.0,Premier League,3.0,7.0,4.0,0.0
872,MO,5.23,35,0.83,2,0.34,1233,35.23,3.0,2.0,4.0,5.0,0.7895,1048.0,19.0,30.0,47.57,33.0,0.0,0.0,Premier League,11.0,8.0,4.0,5.0
873,DC,5.22,38,0.94,2,0.95,3067,80.71,16.5,5.0,6.0,14.0,0.8399,2592.0,22.0,31.0,52.61,28.0,0.0,0.0,Premier League,17.0,7.0,2.5,5.25
874,MO,5.21,24,0.61,2,0.29,805,33.54,1.0,1.0,3.0,8.0,0.7307,353.0,3.0,7.0,49.43,4.0,0.0,0.0,Premier League,10.0,7.0,4.5,5.0
875,DL,5.21,26,0.93,2,0.77,1737,66.81,7.0,1.0,0.0,18.0,0.7987,1393.0,18.0,34.0,59.63,21.0,0.0,0.0,Premier League,8.0,7.0,3.0,4.5
876,MO,5.18,33,0.65,2,0.18,971,29.42,2.0,0.0,3.0,6.0,0.8211,918.0,5.0,6.0,52.83,8.0,0.0,0.0,Premier League,9.0,8.0,4.0,5.0
877,MD,5.15,36,0.91,2,0.89,2819,78.31,8.0,3.0,3.0,12.0,0.7041,1409.0,55.0,37.0,51.49,50.0,0.0,0.0,Premier League,19.0,7.0,3.5,5.0
878,A,5.15,24,0.71,2,0.58,1349,56.21,3.0,4.0,3.0,16.0,0.7404,791.0,4.0,17.0,42.79,28.0,0.0,0.0,Premier League,8.0,7.0,4.0,4.5
879,DL,5.14,37,1.08,2,0.92,2931,79.22,9.5,9.0,25.0,36.0,0.7502,3257.0,42.0,40.0,51.87,22.0,0.0,0.0,Premier League,20.0,8.0,3.5,5.0
880,MO,5.14,32,0.64,2,0.44,1404,43.88,0.5,1.0,3.0,16.0,0.7885,924.0,9.0,21.0,44.57,17.0,0.0,0.0,Premier League,9.0,6.5,3.5,5.0
881,MD,5.13,31,1.01,2,0.9,2315,74.68,6.5,2.0,3.0,5.0,0.7853,1593.0,28.0,29.0,52.43,37.0,0.0,0.0,Premier League,9.0,7.0,3.0,4.5
882,MO,5.06,18,0.92,2,0.56,967,53.72,2.0,1.0,2.0,9.0,0.7837,505.0,6.0,9.0,45.52,9.0,0.0,0.0,Premier League,11.0,8.0,3.5,0.0
883,MO,5.03,17,0.74,2,0.53,811,47.71,1.0,0.0,2.0,14.0,0.6806,508.0,6.0,11.0,45.68,15.0,0.0,0.0,Premier League,4.0,7.0,4.0,0.0
884,A,5.0,17,0.64,2,0.71,972,57.18,5.0,0.0,1.0,6.0,0.7656,427.0,9.0,3.0,40.97,20.0,0.0,0.0,Premier League,13.0,6.5,4.0,0.0
885,MO,4.98,21,0.99,2,0.62,1229,58.52,1.0,0.0,2.0,4.0,0.7232,614.0,10.0,20.0,46.67,10.0,0.0,0.0,Premier League,6.0,7.5,3.5,3.75
886,DL,4.94,31,0.85,2,0.84,2289,73.84,9.0,2.0,4.0,6.0,0.8108,1505.0,18.0,12.0,52.86,30.0,0.0,0.0,Premier League,12.0,6.5,3.0,5.0
887,DC,4.89,33,1.14,2,0.94,2817,85.36,9.0,1.0,3.0,5.0,0.8294,2277.0,34.0,19.0,61.86,25.0,0.0,0.0,Premier League,14.0,7.0,2.0,5.0
888,DL,4.89,23,0.87,2,0.65,1408,61.22,3.5,2.0,1.0,14.0,0.7737,1184.0,17.0,17.0,51.35,13.0,0.0,0.0,Premier League,13.0,7.0,3.5,4.0
889,DC,4.89,18,1.37,2,0.94,1595,88.61,5.0,0.0,1.0,2.0,0.7791,974.0,18.0,18.0,57.26,8.0,0.0,0.0,Premier League,12.0,7.5,1.5,0.0
890,A,4.87,19,0.68,2,0.32,715,37.63,2.0,2.0,1.0,7.0,0.6834,397.0,2.0,11.0,45.73,15.0,0.0,0.0,Premier League,9.0,6.0,4.0,2.0
891,A,4.83,20,0.96,2,0.65,1134,56.7,1.5,2.0,3.0,9.0,0.7513,415.0,9.0,6.0,44.0,7.0,0.0,0.0,Premier League,10.0,7.0,3.0,3.25
892,A,4.81,34,0.87,2,0.35,1484,43.65,2.0,1.0,4.0,16.0,0.7052,810.0,3.0,7.0,55.33,20.0,0.0,0.0,Premier League,12.0,6.5,3.0,4.5
893,A,4.77,30,0.68,2,0.47,1334,44.47,1.0,1.0,2.0,11.0,0.7394,494.0,4.0,9.0,31.06,17.0,0.0,0.0,Premier League,8.0,7.0,3.5,4.5
